id,Price,Area,Location,No. of Bedrooms,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool
3643,9129000,2150,Electronic City Phase 2,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3644,15000000,1940,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3645,9567000,1790,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3646,9245000,3510,Electronic City Phase 2,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3647,7697000,2225,Electronic City Phase 2,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3648,8342000,2150,Electronic City Phase 2,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3649,8134000,1790,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3650,6145000,1940,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3651,8134000,1595,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3652,6145000,1205,Electronic City Phase 2,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3653,8568000,1595,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3654,15800000,1205,Electronic City Phase 2,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3655,15000000,1680,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3656,14600000,3115,Electronic City Phase 2,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3657,15900000,2950,Electronic City Phase 2,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3658,15800000,2870,Electronic City Phase 2,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3659,15000000,3125,Electronic City Phase 2,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3660,14600000,3115,Electronic City Phase 2,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3661,11299999,2950,Electronic City Phase 2,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3662,10900000,2870,Electronic City Phase 2,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3663,9894000,2225,Electronic City Phase 2,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3664,9129000,2150,Electronic City Phase 2,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3665,8670000,1940,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3666,11299999,1790,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3667,10900000,1700,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3668,9894000,2225,Electronic City Phase 2,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3669,9129000,2150,Electronic City Phase 2,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3670,15000000,1940,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3671,9567000,1790,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3672,9245000,3510,Electronic City Phase 2,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3673,7697000,2225,Electronic City Phase 2,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3674,8342000,2150,Electronic City Phase 2,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3675,8134000,1790,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3676,6145000,1940,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3677,8134000,1595,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3678,6145000,1205,Electronic City Phase 2,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3679,8568000,1595,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3680,8415000,1205,Electronic City Phase 2,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3681,8364000,1680,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3682,8211000,1650,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3683,8184999,1640,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3684,8109000,1610,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3685,7216000,1605,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3686,6018000,1590,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3687,8568000,1415,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3688,8415000,1180,Electronic City Phase 2,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3689,8364000,1680,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3690,8211000,1650,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3691,8184999,1640,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3692,8109000,1610,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3693,7216000,1605,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3694,7114000,1590,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3695,7114000,1415,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3696,7309999,1395,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3697,5998000,1395,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3698,6018000,1700,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3699,5916000,1395,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3700,3213000,1180,Electronic City Phase 2,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3701,5916000,1160,Electronic City Phase 2,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3702,3213000,630,Electronic City Phase 2,1,0,9,9,9,9,,9,9,9,9,9,9,9,9
3703,4988000,1160,Electronic City Phase 2,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3704,2709000,630,Electronic City Phase 2,1,0,9,9,9,9,,9,9,9,9,9,9,9,9
3705,7675000,1160,Electronic City Phase 2,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3706,8670000,630,Electronic City Phase 2,1,0,9,9,9,9,,9,9,9,9,9,9,9,9
3707,23100000,1230,Jakkur,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3708,18600000,1700,Electronic City Phase 2,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3709,10900000,3565,Harlur,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3710,26200000,2790,ITPL,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3711,8190000,1760,Harlur,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3712,11399999,3600,Harlur,5,0,9,9,9,9,,9,9,9,9,9,9,9,9
3713,11399999,1400,Narayanapura on Hennur Main Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3714,6088000,1962,Narayanapura on Hennur Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3715,5443000,1962,Narayanapura on Hennur Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3716,26200000,1100,Jakkur,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3717,16500000,1057,Jakkur,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3718,15500000,3600,Harlur,5,0,9,9,9,9,,9,9,9,9,9,9,9,9
3719,22400000,3245,Electronic City Phase 2,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3720,22400000,2330,ITPL,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3721,15100000,3361,ITPL,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3722,14500000,3361,ITPL,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3723,18600000,2260,ITPL,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3724,15700000,2170,ITPL,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3725,12400000,2790,ITPL,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3726,13899999,2350,ITPL,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3727,11100000,1860,ITPL,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3728,10900000,2090,ITPL,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3729,8190000,1660,ITPL,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3730,11399999,1760,Harlur,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3731,11399999,1400,Narayanapura on Hennur Main Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3732,11399999,1962,Narayanapura on Hennur Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3733,11000000,1962,Narayanapura on Hennur Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3734,10400000,1962,Narayanapura on Hennur Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3735,8823000,1962,Narayanapura on Hennur Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3736,9040000,1828,Kannamangala,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3737,6619000,1548,Kannamangala,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3738,10200000,1586,Kannamangala,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3739,9412000,1182,Dasarahalli on Tumkur Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3740,4637000,1433,Dasarahalli on Tumkur Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3741,8550000,1247,Dasarahalli on Tumkur Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3742,4600000,615,Dasarahalli on Tumkur Road,1,0,9,9,9,9,,9,9,9,9,9,9,9,9
3743,15500000,1500,Kannamangala,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3744,22400000,610,Dasarahalli on Tumkur Road,1,0,9,9,9,9,,9,9,9,9,9,9,9,9
3745,22400000,2330,ITPL,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3746,15100000,3361,ITPL,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3747,14500000,3361,ITPL,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3748,18600000,2260,ITPL,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3749,15700000,2170,ITPL,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3750,12400000,2790,ITPL,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3751,13899999,2350,ITPL,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3752,11100000,1860,ITPL,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3753,8190000,2090,ITPL,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3754,10500000,1660,ITPL,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3755,5610000,1400,Narayanapura on Hennur Main Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3756,5335000,1486,Dasarahalli on Tumkur Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3757,6091000,1225,Budigere Cross,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3758,7040000,1165,Budigere Cross,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3759,7709999,1330,Budigere Cross,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3760,5335000,1225,Budigere Cross,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3761,4250000,1350,Budigere Cross,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3762,4877000,1165,Budigere Cross,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3763,4845000,928,Budigere Cross,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3764,5070000,1065,Budigere Cross,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3765,3544000,1058,Budigere Cross,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3766,5070000,935,Budigere Cross,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3767,3902000,1058,Budigere Cross,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3768,13000000,935,Budigere Cross,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3769,13000000,1165,Budigere Cross,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3770,13000000,1800,Narayanapura on Hennur Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3771,14300000,1800,Narayanapura on Hennur Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3772,14300000,1800,Narayanapura on Hennur Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3773,12100000,2820,Electronic City Phase 2,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3774,6091000,2820,Electronic City Phase 2,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3775,7040000,2820,Electronic City Phase 2,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3776,7709999,1330,Budigere Cross,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3777,5335000,1225,Budigere Cross,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3778,4250000,1350,Budigere Cross,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3779,4877000,1165,Budigere Cross,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3780,4845000,928,Budigere Cross,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3781,5070000,1065,Budigere Cross,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3782,3544000,1058,Budigere Cross,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3783,5070000,935,Budigere Cross,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3784,3902000,1058,Budigere Cross,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3785,13000000,935,Budigere Cross,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3786,13000000,1165,Budigere Cross,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3787,13000000,1800,Narayanapura on Hennur Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3788,14300000,1800,Narayanapura on Hennur Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3789,14300000,1800,Narayanapura on Hennur Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3790,12100000,2820,Electronic City Phase 2,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3791,7114000,2820,Electronic City Phase 2,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3792,7114000,2820,Electronic City Phase 2,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3793,6069000,1395,Electronic City Phase 2,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3794,8550000,1395,Electronic City Phase 2,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3795,4600000,1190,Electronic City Phase 2,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3796,5243000,1500,Kannamangala,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3797,3100000,610,Dasarahalli on Tumkur Road,1,0,9,9,9,9,,9,9,9,9,9,9,9,9
3798,3800000,1070,Hallehalli,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3799,3900000,672,Yelahanka,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3800,4500000,1250,HBR Layout,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3801,9400000,1150,Thanisandra,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3802,8597000,1200,Thanisandra,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3803,7600000,2300,HBR Layout,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3804,6401000,1004,Jakkur,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3805,15400000,846,Jakkur,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3806,15200000,708,Jakkur,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3807,14400000,1546,ITPL,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3808,13899999,1532,ITPL,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3809,12000000,1447,ITPL,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3810,11700000,1403,ITPL,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3811,11100000,1208,ITPL,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3812,10800000,1180,ITPL,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3813,21500000,1115,ITPL,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3814,26300000,1092,ITPL,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3815,22599999,1910,Bellandur,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3816,25299999,2234,Bellandur,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3817,25700000,1938,Bellandur,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3818,17300000,2238,Bellandur,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3819,17500000,2184,Bellandur,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3820,16299999,1452,Bellandur,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3821,15600000,1498,Bellandur,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3822,15000000,1438,Bellandur,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3823,15000000,1395,Bellandur,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3824,15300000,1321,Bellandur,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3825,15300000,1349,Bellandur,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3826,7208000,1320,Bellandur,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3827,8400000,1314,Bellandur,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3828,8400000,1360,Rajarajeshwari nagar,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3829,8120000,1500,Uttarahalli Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3830,7840000,1500,Uttarahalli Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3831,8400000,1450,Uttarahalli Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3832,7840000,1400,Uttarahalli Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3833,8400000,1500,Uttarahalli Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3834,8400000,1400,Uttarahalli Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3835,8120000,1500,Uttarahalli Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3836,7840000,1500,Uttarahalli Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3837,8400000,1450,Uttarahalli Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3838,8400000,1400,Uttarahalli Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3839,7498999,1500,Uttarahalli Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3840,7840000,1500,Poornapragna Housing Society Layout,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3841,8081999,1415,Rajarajeshwari nagar,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3842,8400000,1400,Poornapragna Housing Society Layout,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3843,8400000,1525,Rajarajeshwari nagar,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3844,8400000,1500,Poornapragna Housing Society Layout,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3845,4950000,1500,Poornapragna Housing Society Layout,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3846,4505000,1500,Poornapragna Housing Society Layout,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3847,6360000,1411,Doddaballapur,3,1,9,9,9,9,,9,9,9,9,9,9,9,9
3848,5202000,850,RR Nagar,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3849,6936000,1200,RR Nagar,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3850,7777000,1020,Kengeri,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3851,6375000,1360,Kengeri,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3852,5584000,1525,Kengeri,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3853,6528000,1250,Kengeri,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3854,8400000,1095,Kengeri,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3855,8120000,1360,RR Nagar,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3856,5661000,1500,5th Stage Raja Rajeshwari Nagar,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3857,7840000,1450,RR Nagar Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3858,8400000,1110,Rajarajeshwari nagar,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3859,6188000,1400,DrVishnuvardhan Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3860,5750000,1500,RR Nagar,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3861,7840000,1104,Poornapragna Housing Society Layout,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3862,5202000,1085,Rajarajeshwari nagar,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3863,5277000,1400,Bharath Housing Society Layout,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3864,6128000,1020,Rajarajeshwari nagar,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3865,5731000,1100,Kaggadasapura,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3866,3300000,1300,Kaggadasapura,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3867,4100000,1170,Hennur Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3868,3500000,725,Yelahanka,2,1,9,9,9,9,,9,9,9,9,9,9,9,9
3869,3490000,1177,Yelahanka,2,1,9,9,9,9,,9,9,9,9,9,9,9,9
3870,12000000,725,Yelahanka,2,1,9,9,9,9,,9,9,9,9,9,9,9,9
3871,3500000,725,Yelahanka,2,1,9,9,9,9,,9,9,9,9,9,9,9,9
3872,17000000,1597,Kannamangala,3,1,9,9,9,9,,9,9,9,9,9,9,9,9
3873,6340000,725,Yelahanka,2,1,9,9,9,9,,9,9,9,9,9,9,9,9
3874,13000000,2700,JP Nagar Phase 7,4,1,9,9,9,9,,9,9,9,9,9,9,9,9
3875,4500000,1350,Kaggadasapura,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3876,6150000,1763,Ramamurthy Nagar,3,1,9,9,9,9,,9,9,9,9,9,9,9,9
3877,6150000,1000,Talaghattapura,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3878,6150000,1180,JP Nagar Phase 5,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3879,8120000,1180,JP Nagar Phase 5,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3880,6150000,1180,JP Nagar Phase 5,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3881,6250000,1450,Bharath Housing Society Layout,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3882,7745000,1180,JP Nagar Phase 5,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3883,9122000,1225,JP Nagar Phase 5,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3884,9408000,1165,Chikkagubbi on Hennur Main Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3885,10500000,1402,Chikkagubbi on Hennur Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3886,8106999,1446,Chikkagubbi on Hennur Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3887,9828000,1561,Chikkagubbi on Hennur Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3888,13200000,1180,Chikkagubbi on Hennur Main Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3889,3105000,1450,Chikkagubbi on Hennur Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3890,3990000,2015,Krishnarajapura,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3891,10600000,655,Yelahanka,2,1,9,9,9,9,,9,9,9,9,9,9,9,9
3892,4635000,1131,Electronic City Phase 1,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3893,6150000,1655,Varthur,3,1,9,9,9,9,,9,9,9,9,9,9,9,9
3894,10700000,1030,Talaghattapura,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3895,6700000,1180,5th Phase,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3896,31000000,1336,Marathahalli,2,1,9,9,9,9,,9,9,9,9,9,9,9,9
3897,8200000,1375,Talaghattapura,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3898,13200000,3012,JP Nagar Phase 7,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
3899,10500000,1100,Frazer Town,2,1,9,9,9,9,,9,9,9,9,9,9,9,9
3900,80000000,1305,Adugodi,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3901,80000000,1655,Varthur,3,1,9,9,9,9,,9,9,9,9,9,9,9,9
3902,9500000,4850,Frazer Town,4,1,9,9,9,9,,9,9,9,9,9,9,9,9
3903,21500000,4850,Frazer Town,4,1,9,9,9,9,,9,9,9,9,9,9,9,9
3904,5850000,1230,Konanakunte,2,1,9,9,9,9,,9,9,9,9,9,9,9,9
3905,6150000,2430,Nagawara,3,1,9,9,9,9,,9,9,9,9,9,9,9,9
3906,6200000,1150,JP Nagar Phase 5,2,1,9,9,9,9,,9,9,9,9,9,9,9,9
3907,5800000,1185,5th Phase,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3908,5045000,1300,Horamavu,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3909,3864000,1180,Hennur,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3910,6150000,966,Nelamangala,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3911,6171000,708,Nelamangala,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3912,5748000,1185,JP Nagar Phase 5,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3913,5500000,1225,JP Nagar Phase 5,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3914,5200000,1430,JP Nagar Phase 5,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3915,8500000,1180,JP Nagar Phase 5,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3916,12200000,1313,Jakkur,2,1,9,9,9,9,,9,9,9,9,9,9,9,9
3917,10100000,1223,Jakkur,2,1,9,9,9,9,,9,9,9,9,9,9,9,9
3918,10000000,1110,Kadugondanahalli,2,1,9,9,9,9,,9,9,9,9,9,9,9,9
3919,5800000,1050,Kadugondanahalli,2,1,9,9,9,9,,9,9,9,9,9,9,9,9
3920,7350000,1400,Kadugondanahalli,3,1,9,9,9,9,,9,9,9,9,9,9,9,9
3921,7450000,2604,Jakkur,4,1,9,9,9,9,,9,9,9,9,9,9,9,9
3922,7500000,2167,Jakkur,3,1,9,9,9,9,,9,9,9,9,9,9,9,9
3923,8000000,2140,Jakkur,3,1,9,9,9,9,,9,9,9,9,9,9,9,9
3924,8250000,1150,JP Nagar Phase 5,2,1,9,9,9,9,,9,9,9,9,9,9,9,9
3925,6200000,1750,JP Nagar Phase 8,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
3926,6113000,1430,J. P. Nagar,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
3927,4277000,1774,Marathahalli,2,1,9,9,9,9,,9,9,9,9,9,9,9,9
